Owner_info,Bhk_info,price,Locality,Area_sqft,status,price_per_sqft
BUILDER,3 , 1.6 Cr,Manikonda,2810 ,Under ConstructionConstruction Status,"5,699 / sq ft"
BUILDER,2 , 1.43 Cr,Shaikpet,1495 ,Ready to moveConstruction Status,"9,565 / sq ft"
BUILDER,2 , 56.98 L,Bachupally,1295 ,Under ConstructionConstruction Status,"4,400 / sq ft"
BUILDER,2 , 43.6 L,Shamshabad,890 ,Under ConstructionConstruction Status,"4,899 / sq ft"
BUILDER,3 , 65.82 L,Tellapur,1431 ,Under ConstructionConstruction Status,"4,600 / sq ft"
BUILDER,3 , 1.65 Cr,Attapur,2540 ,Under ConstructionConstruction Status,"6,501 / sq ft"
BUILDER,4 , 6.22 Cr,Serilingampally,4147 ,Under ConstructionConstruction Status,"15,000 / sq ft"
BUILDER,3 , 1.18 Cr,Sainikpuri,2200 ,Under ConstructionConstruction Status,"5,400 / sq ft"
BUILDER,Residential Plot, 1.11 Cr,Sheriguda,3150 ,NewNew/Resale,"3,555 / sq ft"
BUILDER,3 , 95.35 L,Manikonda,1538 ,Under ConstructionConstruction Status,"6,200 / sq ft"
BUILDER,4 , 1.45 Cr,Bachupally,2300 ,Under ConstructionConstruction Status,"6,304 / sq ft"
BUILDER,2 , 56.02 L,Ghatkesar,1245 ,Under ConstructionConstruction Status,"4,500 / sq ft"
BUILDER,2 , 72.05 L,Attapur,1310 ,Under ConstructionConstruction Status,"5,500 / sq ft"
BUILDER,2 , 61.57 L,Kompally,1310 ,Under ConstructionConstruction Status,"4,700 / sq ft"
BUILDER,3 , 1.46 Cr,Shankarpalli,3120 ,Under ConstructionConstruction Status,"4,700 / sq ft"
BUILDER,3 , 63.11 L,Mallampet,1503 ,Under ConstructionConstruction Status,"4,199 / sq ft"
BUILDER,4 , 2.9 Cr,Hitech City,3498 ,Ready to moveConstruction Status,"8,290 / sq ft"
BUILDER,3 , 96.22 L,Nanakramguda,1415 ,Ready to moveConstruction Status,"6,800 / sq ft"
BUILDER,3 , 97.11 L,Manikonda,1704 ,Under ConstructionConstruction Status,"5,699 / sq ft"
BUILDER,4 , 3.04 Cr,Shaikpet,2965 ,Ready to moveConstruction Status,"10,252 / sq ft"
BUILDER,2 , 52.58 L,Bachupally,1195 ,Under ConstructionConstruction Status,"4,400 / sq ft"
BUILDER,2 , 44.33 L,Shamshabad,905 ,Under ConstructionConstruction Status,"4,899 / sq ft"
BUILDER,3 , 66.01 L,Tellapur,1435 ,Under ConstructionConstruction Status,"4,600 / sq ft"
BUILDER,3 , 1.65 Cr,Attapur,2540 ,Under ConstructionConstruction Status,"6,501 / sq ft"
BUILDER,4 , 4.89 Cr,Serilingampally,3262 ,Under ConstructionConstruction Status,"15,000 / sq ft"
BUILDER,3 , 1.18 Cr,Sainikpuri,2195 ,Under ConstructionConstruction Status,"5,400 / sq ft"
BUILDER,Residential Plot, 1.11 Cr,Sheriguda,3150 ,NewNew/Resale,"3,555 / sq ft"
BUILDER,3 , 93.31 L,Manikonda,1505 ,Under ConstructionConstruction Status,"6,200 / sq ft"
BUILDER,2 , 56.02 L,Ghatkesar,1245 ,Under ConstructionConstruction Status,"4,500 / sq ft"
BUILDER,3 , 81.67 L,Attapur,1485 ,Under ConstructionConstruction Status,"5,500 / sq ft"
BUILDER,2 , 58.51 L,Kompally,1245 ,Under ConstructionConstruction Status,"4,700 / sq ft"
BUILDER,3 , 1.41 Cr,Shankarpalli,3000 ,Under ConstructionConstruction Status,"4,700 / sq ft"
BUILDER,2 , 46.48 L,Mallampet,1107 ,Under ConstructionConstruction Status,"4,199 / sq ft"
BUILDER,4 , 2.56 Cr,Hitech City,3031 ,Ready to moveConstruction Status,"8,446 / sq ft"
BUILDER,3 , 96.9 L,Nanakramguda,1425 ,Ready to moveConstruction Status,"6,800 / sq ft"
BUILDER,3 , 1.6 Cr,Manikonda,2810 ,Under ConstructionConstruction Status,"5,699 / sq ft"
BUILDER,3 , 1.77 Cr,Shaikpet,1865 ,Ready to moveConstruction Status,"9,490 / sq ft"
BUILDER,3 , 74.58 L,Bachupally,1695 ,Under ConstructionConstruction Status,"4,400 / sq ft"
BUILDER,2 , 48.65 L,Shamshabad,945 ,Under ConstructionConstruction Status,"5,149 / sq ft"
BUILDER,3 , 72.22 L,Tellapur,1570 ,Under ConstructionConstruction Status,"4,600 / sq ft"
BUILDER,3 , 1.65 Cr,Attapur,2540 ,Under ConstructionConstruction Status,"6,501 / sq ft"
BUILDER,4 , 6.38 Cr,Serilingampally,4258 ,Under ConstructionConstruction Status,"15,000 / sq ft"
BUILDER,3 , 1.15 Cr,Sainikpuri,2130 ,Under ConstructionConstruction Status,"5,400 / sq ft"
BUILDER,Residential Plot, 63.99 L,Sheriguda,1800 ,NewNew/Resale,"3,555 / sq ft"
BUILDER,2 , 77.19 L,Manikonda,1245 ,Under ConstructionConstruction Status,"6,200 / sq ft"
BUILDER,3 , 70.65 L,Ghatkesar,1570 ,Under ConstructionConstruction Status,"4,500 / sq ft"
BUILDER,3 , 98.72 L,Attapur,1795 ,Under ConstructionConstruction Status,"5,500 / sq ft"
BUILDER,3 , 74.02 L,Kompally,1575 ,Under ConstructionConstruction Status,"4,700 / sq ft"
BUILDER,3 , 63.48 L,Mallampet,1512 ,Under ConstructionConstruction Status,"4,199 / sq ft"
OWNER,2 , 43.17 L,Patancheru,1439 ,Ready to moveConstruction Status,"3,000 / sq ft"
AGENT,3 , 92.62 L,Tellapur,1597 ,Under ConstructionConstruction Status,"5,800 / sq ft"
AGENT,2 , 47 L,Nacharam,1050 ,Ready to moveConstruction Status,"4,476 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2000 ,Under ConstructionConstruction Status,"6,000 / sq ft"
OWNER,2 , 78 L,Miyapur,1100 ,Ready to moveConstruction Status,"7,090 / sq ft"
OWNER,2 , 39.5 L,Kukatpally,730 ,Ready to moveConstruction Status,"5,410 / sq ft"
OWNER,1 , 25 L,Narsingi,380 ,Under ConstructionConstruction Status,"6,578 / sq ft"
OWNER,2 , 87 L,Manikonda,1230 ,Ready to moveConstruction Status,"7,073 / sq ft"
OWNER,2 , 42 L,Mokila,1000 ,Under ConstructionConstruction Status,"4,200 / sq ft"
OWNER,2 , 50 L,Kismatpur,1110 ,Under ConstructionConstruction Status,"4,504 / sq ft"
AGENT,3 , 62.37 L,Aushapur,1025 ,Under ConstructionConstruction Status,"6,085 / sq ft"
OWNER,3 , 2.2 Cr,Manikonda,2540 ,Ready to moveConstruction Status,"8,661 / sq ft"
OWNER,3 , 1.9 Cr,Kollur,3000 ,Under ConstructionConstruction Status,"6,333 / sq ft"
OWNER,3 , 76 L,Miyapur,1337 ,Ready to moveConstruction Status,"5,684 / sq ft"
OWNER,2 , 50 L,Hastinapuram,1175 ,Ready to moveConstruction Status,"4,255 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 69 L,Nagole,1100 ,Under ConstructionConstruction Status,"6,272 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,3 , 1.03 Cr,Madhapur,1450 ,Under ConstructionConstruction Status,"7,103 / sq ft"
OWNER,9 , 2.9 Cr,Saidabad,5400 ,Ready to moveConstruction Status,"5,370 / sq ft"
OWNER,6 , 1.12 Cr,Sainikpuri,2300 ,Under ConstructionConstruction Status,"4,869 / sq ft"
OWNER,2 , 82.41 L,Puppalaguda,1230 ,Under ConstructionConstruction Status,"6,700 / sq ft"
OWNER,2 , 50 L,Kollur,1250 ,Under ConstructionConstruction Status,"4,000 / sq ft"
OWNER,2 , 2.5 Cr,Chandanagar,1350 ,Ready to moveConstruction Status,"18,518 / sq ft"
OWNER,3 , 42.77 L,muthangi,1585 ,Under ConstructionConstruction Status,"2,699 / sq ft"
OWNER,2 , 60 L,Ramachandra Puram,1200 ,Ready to moveConstruction Status,"5,000 / sq ft"
OWNER,2 , 59 L,Mallapur,1168 ,Ready to moveConstruction Status,"5,051 / sq ft"
OWNER,10 , 3.5 Cr,Mehdipatnam,9468 ,Ready to moveConstruction Status,"3,696 / sq ft"
OWNER,3 , 42.17 L,Chandanagar Vill,1205 ,Under ConstructionConstruction Status,"3,500 / sq ft"
OWNER,2 , 55 L,Gajularamaram,1285 ,Ready to moveConstruction Status,"4,280 / sq ft"
OWNER,2 , 40 L,Kompally,1100 ,Under ConstructionConstruction Status,"3,636 / sq ft"
OWNER,Residential Plot, 5.56 L,Shamshabad,1089 ,ResaleNew/Resale,511 / sq ft
OWNER,3 , 1.2 Cr,Kukatpally,1800 ,Ready to moveConstruction Status,"6,666 / sq ft"
OWNER,3 , 1.2 Cr,Narsingi,1655 ,Ready to moveConstruction Status,"7,250 / sq ft"
OWNER,4 , 78 L,Kundanpally,2200 ,Under ConstructionConstruction Status,"3,545 / sq ft"
OWNER,3 , 1.4 Cr,Jubilee Hills,756 ,Ready to moveConstruction Status,"18,518 / sq ft"
OWNER,6 , 2.9 Cr,Banjara Hills,2414 ,Ready to moveConstruction Status,"12,013 / sq ft"
OWNER,2 , 70 L,Manikonda,1300 ,Ready to moveConstruction Status,"5,384 / sq ft"
OWNER,3 , 1.1 Cr,Banjara Hills,1602 ,Ready to moveConstruction Status,"6,866 / sq ft"
OWNER,3 , 59 L,Nizampet,1705 ,Ready to moveConstruction Status,"3,460 / sq ft"
OWNER,2 , 45 L,Shadnagar,1136 ,Ready to moveConstruction Status,"3,961 / sq ft"
OWNER,6 , 6 Cr,Nallagandla Gachibowli,5740 ,Ready to moveConstruction Status,"10,452 / sq ft"
OWNER,2 , 45 L,Amberpet,935 ,Ready to moveConstruction Status,"4,812 / sq ft"
OWNER,Residential Plot, 11.26 L,Shadnagar,1314 ,ResaleNew/Resale,856 / sq ft
OWNER,Residential Plot, 30 L,chandrayangutta,900 ,ResaleNew/Resale,"3,333 / sq ft"
OWNER,Residential Plot, 44 L,Medchal,1503 ,ResaleNew/Resale,"2,927 / sq ft"
OWNER,2 , 64.7 L,Puppalaguda,1290 ,Ready to moveConstruction Status,"5,015 / sq ft"
OWNER,5 , 2.5 Cr,Kothapet,4400 ,Ready to moveConstruction Status,"5,681 / sq ft"
OWNER,3 , 93 L,Bandlaguda Jagir,1332 ,Ready to moveConstruction Status,"6,981 / sq ft"
OWNER,2 , 38 L,Serilingampally,830 ,Ready to moveConstruction Status,"4,578 / sq ft"
OWNER,3 , 1.31 Cr,AS Rao Nagar,3000 ,Ready to moveConstruction Status,"4,366 / sq ft"
AGENT,3 , 1.28 Cr,Tellapur,2208 ,Under ConstructionConstruction Status,"5,800 / sq ft"
AGENT,3 , 2.07 Cr,Tellapur,3569 ,Under ConstructionConstruction Status,"5,800 / sq ft"
AGENT,3 , 1.17 Cr,Tellapur,2132 ,Under ConstructionConstruction Status,"5,500 / sq ft"
AGENT,3 , 1 Cr,Tellapur,2132 ,Under ConstructionConstruction Status,"4,700 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2000 ,Under ConstructionConstruction Status,"6,000 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2000 ,Under ConstructionConstruction Status,"6,000 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2000 ,Under ConstructionConstruction Status,"6,000 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2000 ,Under ConstructionConstruction Status,"6,000 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2000 ,Under ConstructionConstruction Status,"6,000 / sq ft"
OWNER,3 , 95 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 87 L,Manikonda,1230 ,Ready to moveConstruction Status,"7,073 / sq ft"
OWNER,3 , 95 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 48 L,Mokila,1000 ,Under ConstructionConstruction Status,"4,800 / sq ft"
OWNER,2 , 42 L,Mokila,1000 ,Under ConstructionConstruction Status,"4,200 / sq ft"
AGENT,3 , 69.25 L,Aushapur,1150 ,Under ConstructionConstruction Status,"6,021 / sq ft"
AGENT,3 , 76.12 L,Aushapur,1275 ,Under ConstructionConstruction Status,"5,970 / sq ft"
OWNER,2 , 38 L,Gandi Maisamma,1000 ,Ready to moveConstruction Status,"3,800 / sq ft"
OWNER,3 , 2.2 Cr,Manikonda,2540 ,Ready to moveConstruction Status,"8,661 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,2 , 80 L,Mokila,2600 ,Under ConstructionConstruction Status,"3,076 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,4 , 77.99 L,Indresham,1800 ,Ready to moveConstruction Status,"4,333 / sq ft"
OWNER,6 , 1.12 Cr,Sainikpuri,2300 ,Under ConstructionConstruction Status,"4,869 / sq ft"
OWNER,9 , 2.9 Cr,Saidabad,5400 ,Ready to moveConstruction Status,"5,370 / sq ft"
OWNER,9 , 2.9 Cr,Saidabad,5400 ,Ready to moveConstruction Status,"5,370 / sq ft"
OWNER,9 , 2.9 Cr,Saidabad,5400 ,Ready to moveConstruction Status,"5,370 / sq ft"
OWNER,3 , 1.03 Cr,Madhapur,1450 ,Under ConstructionConstruction Status,"7,103 / sq ft"
OWNER,3 , 98 L,Madhapur,1450 ,Under ConstructionConstruction Status,"6,758 / sq ft"
OWNER,3 , 1.03 Cr,Madhapur,1450 ,Under ConstructionConstruction Status,"7,103 / sq ft"
OWNER,2 , 82.41 L,Puppalaguda,1230 ,Under ConstructionConstruction Status,"6,700 / sq ft"
OWNER,2 , 50 L,Kollur,1250 ,Under ConstructionConstruction Status,"4,000 / sq ft"
OWNER,2 , 50 L,Kollur,1250 ,Under ConstructionConstruction Status,"4,000 / sq ft"
OWNER,3 , 66.27 L,Kollur,1665 ,Under ConstructionConstruction Status,"3,980 / sq ft"
OWNER,3 , 66.27 L,Kollur,1665 ,Under ConstructionConstruction Status,"3,980 / sq ft"
OWNER,3 , 66.27 L,Kollur,1665 ,Under ConstructionConstruction Status,"3,980 / sq ft"
OWNER,3 , 66.27 L,Kollur,1665 ,Under ConstructionConstruction Status,"3,980 / sq ft"
OWNER,2 , 50 L,Kollur,1250 ,Under ConstructionConstruction Status,"4,000 / sq ft"
OWNER,3 , 66.27 L,Kollur,1665 ,Under ConstructionConstruction Status,"3,980 / sq ft"
OWNER,2 , 82.41 L,Puppalaguda,1230 ,Under ConstructionConstruction Status,"6,700 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2200 ,Ready to moveConstruction Status,"5,454 / sq ft"
OWNER,3 , 1.2 Cr,Bahadurpally,2200 ,Ready to moveConstruction Status,"5,454 / sq ft"
OWNER,4 , 74.99 L,Patancheru,1820 ,Ready to moveConstruction Status,"4,120 / sq ft"
OWNER,2 , 82.41 L,Puppalaguda,1230 ,Under ConstructionConstruction Status,"6,700 / sq ft"
OWNER,Residential Plot, 5.56 L,Shamshabad,1089 ,ResaleNew/Resale,511 / sq ft
OWNER,Residential Plot, 5.56 L,Shamshabad,1089 ,ResaleNew/Resale,511 / sq ft
OWNER,2 , 70 L,Manikonda,1300 ,Ready to moveConstruction Status,"5,384 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,2 , 26 L,muthangi,1170 ,Under ConstructionConstruction Status,"2,222 / sq ft"
OWNER,2 , 26 L,muthangi,1170 ,Under ConstructionConstruction Status,"2,222 / sq ft"
OWNER,2 , 26 L,muthangi,1170 ,Under ConstructionConstruction Status,"2,222 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,2 , 26 L,muthangi,1170 ,Under ConstructionConstruction Status,"2,222 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,2 , 70 L,Manikonda,1300 ,Ready to moveConstruction Status,"5,384 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,3 , 36 L,muthangi,1520 ,Under ConstructionConstruction Status,"2,368 / sq ft"
OWNER,2 , 26 L,muthangi,1170 ,Under ConstructionConstruction Status,"2,222 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,3 , 47.6 L,Miyapur,1360 ,Under ConstructionConstruction Status,"3,500 / sq ft"
OWNER,3 , 47.6 L,Miyapur,1360 ,Under ConstructionConstruction Status,"3,500 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 36 L,Miyapur,1020 ,Under ConstructionConstruction Status,"3,529 / sq ft"
OWNER,2 , 26 L,muthangi,1170 ,Under ConstructionConstruction Status,"2,222 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 36 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,307 / sq ft"
OWNER,3 , 36 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,307 / sq ft"
OWNER,2 , 26 L,muthangi,1170 ,Under ConstructionConstruction Status,"2,222 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 26 L,muthangi,1150 ,Under ConstructionConstruction Status,"2,260 / sq ft"
OWNER,2 , 26 L,muthangi,1150 ,Under ConstructionConstruction Status,"2,260 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,2 , 36 L,Miyapur,1040 ,Under ConstructionConstruction Status,"3,461 / sq ft"
OWNER,3 , 36 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,307 / sq ft"
OWNER,2 , 36 L,Miyapur,1040 ,Under ConstructionConstruction Status,"3,461 / sq ft"
OWNER,2 , 36 L,Miyapur,1040 ,Under ConstructionConstruction Status,"3,461 / sq ft"
OWNER,2 , 36 L,Miyapur,1040 ,Under ConstructionConstruction Status,"3,461 / sq ft"
OWNER,3 , 36 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,307 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,2 , 35 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,243 / sq ft"
OWNER,2 , 35 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,243 / sq ft"
OWNER,2 , 35 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,243 / sq ft"
OWNER,2 , 35 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,243 / sq ft"
OWNER,2 , 35 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,243 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 38 L,Chandanagar Vill,1040 ,Under ConstructionConstruction Status,"3,653 / sq ft"
OWNER,2 , 36 L,Miyapur,1150 ,Under ConstructionConstruction Status,"3,130 / sq ft"
OWNER,2 , 26 L,muthangi,1150 ,Under ConstructionConstruction Status,"2,260 / sq ft"
OWNER,2 , 36 L,Miyapur,1150 ,Under ConstructionConstruction Status,"3,130 / sq ft"
OWNER,2 , 36 L,Miyapur,1150 ,Under ConstructionConstruction Status,"3,130 / sq ft"
OWNER,2 , 35 L,muthangi,1560 ,Under ConstructionConstruction Status,"2,243 / sq ft"
OWNER,3 , 44 L,Chandanagar,1240 ,Under ConstructionConstruction Status,"3,548 / sq ft"
